id,rating_number,rating_text
10678,2,"A la clase solo iba porque pedían asistencia ya que es una perdida completa de tiempo. Su tono de voz te hace dormir y la clase es demasiado aburrida, de un salon de 24 si 2 le están prestando atención ya es mucho. Al final todos los proyectos los terminas copiando de los ejemplos del libro."
10679,4.5,"Jorge es una gran persona y un gran profesor, sabe mucho de constitucional y la clase en sí no es tan pesada teniendo en cuenta lo que uno aprende"
10680,2,"A pesar de ser una muy buena persona, Andrés no sabe explicar. En sus clases, copiaba un resumen del libro y varios ejercicios en el tablero pero se le dificultaba hacer una explicación de ellos ""en palabras"". No lo recomendaría."
10681,5,Sencillamente espectacular. Un profesor de aquí a la China. Un tipo serio pero simpático. Alegre pero esquemático. Rígido pero abierto. MUY BUEN PROFESOR.
10682,1.5,"Muy burlesca!!! La cosa es que a mí me gusta aprender el italiano sin embargo ella nunca nos ayuda, siempre se está riendo. Para mi no es profesional reírse de los estudiantes especialmente en cuanto a los idiomas porque a mi, ya no tengo ganas de seguir con el italiano."
10683,4,"Pros: es muy querida, también sabe mucho"
10684,2,Este semestre fue muy poco agradable ver la clase con el. No sabiamos que preparar para los parciales y sentiamos que no estabamos aprendiendo casi nada. A veces es muy malgeniado y no hace amena la clase. Su esfuerzo por hacer que aprendieramos mas le resulto en todo lo contrario
10685,3.7,"Christiaan sabe demasiado, es de las personas más capacitadas que me ha dado clase, pero realmente no sabe transmitir ese conocimiento y hace que los estudiantes odien su clase. En Estudio, de las tres secciones sé que la de él fue de donde salieron mejores cosas, odias el proceso pero amas el resultado."
10686,2.4,"Faridy es un amor de persona, aunque francamente le falta mucho como profesora. El monitor es muy bueno y es el quien prácticamente da las clases. Da muchas oportunidades para que dejes la materia alta. El aprendizaje es autodidacta, sino eres juicioso con las lecturas, te quedaran vacíos muy grandes."
10687,5,"Nathalia es de esas profesoras que a pesar de que la mayoría vemos inglés para cumplir el requisito de la lengua extranjera, le pone todo el ánimo a la clase y amor a sus clases, es muy notable su experiencia en la materia."
10688,5,Monica es una excelente profesora que promueve el interés de los estudiantes por los temas de la clase. Es muy exigente y durante las sesiones de clase se realizan generalmente muchos ejercicios para poner en práctica los conocimientos adquiridos.
10689,1,"muy mala, dicto inducción que era una clase cada 15 días, y no fue más del 50% de las veces, y luego réprobo a muchos por no asistir. Es grosera, y pedante afirmo una vez que ella ""era la persona mas importante de la facultad"""
10690,5,Juan Camilo es uno de los mejores profesores que he tenido. Realmente se esmera por qué el estudiante aprenda en varios aspectos que van más allá de lo académico. Recomiendo muchísimo a este profesor.
10691,1.5,"Simplemente, no meta esta sección."
10692,5,"El profesor es muy bueno, realmente hace que te empoderes de lo que enseña y que de verdad se aprenda de forma fácil y práctica."
10693,5,No hay lecturas obligatorias lo que es una ventaja y pregunta en los parciales lo que dice en clase por lo que si no va a clase no te va bien. Eso no le gusta a alguna gente que va el dia del examen y cuando saca mala nota dice que el profesor debe poner lecturas. Yo vi con el propiedad industrial y comercial y que ir a clase para que te vaya bien.
10694,4,"El man es un duro, tiene una forma de hablar con la que es imposible no prestar atención."
10695,2,"Bradley es un profesor bastante amable, sin embargo su clase es demasiado aburrida y se torna muy monotona. Todas sus clases se basan en ver propagandas en Youtube. Sus parciales son con un nivel de complejidad medio/alto y toca leer el libro para pasarlo, no nada suficiente con lo que el explica en clase, que es practicamente nulo."
10696,4.6,"Una excelente clase, si a usted le gustan los retos pero aprender demasiado esta es la clase para usted. Es demasiado exigente el nivel pero se entienden todos los temas a la perfección y la claridad conceptual del profesor y los monitores es increíble."
10697,3,"Enrique es una excelente persona pero me di cuenta que no le gusta enseñar. Tiene muchos estudios en derivados financieros y estadística bayesiana, además, tiene experiencia en el mundo de las finanzas, pero siento que no tiene pedagogía y se basa exclusivamente en el libro y el solucionario, por lo que la clase se vuelve una repetición de lo que e..."
10698,4.4,"Me pareció que el profesor era muy desorganizado durante la clase, a pesar de eso creo que explica bien y es muy experto en el tema. Es muy bueno explicando el manejo del programa AutoCAD Civil 3D. Es muuuy querido y responde preguntas dentro y fuera de la clase (inclusive por WhatsApp). Los parciales no son difíciles. El proyecto final del curso es demasiado extenso."
10699,1.4,"Este profesor es un enredo. En medio de su formalismo matemático, corredor es incapaz de transmitir la información de manera clara a los estudiantes. Sus parciales son muy largos y teóricos, llenos de demostraciones inútiles. Sus clases son desordenadas y su programa no esta conectado"
10700,5,"Es buena profesora, muy apasionada por lo que hace, y logra transmitir esa energía. Además de buena profesora, es una persona increíble! Es muy comprensiva y apoya demasiado en el proyecto personal, eso sin dejar de lado rúbricas ni exigencia, ni hacerte el trabajo."
10701,4,Ricardo es un muy buen profesor y es realmente experto en lo que dicta. Sin embargo la materia no es facil por su forma de calificacion y el tiempo que demanda es muy superior a lo que deberia requerir una materia de 3 creditos.
10702,4.6,"Es muy buen profesor, se esmera porque todos los alumnos entiendan los temas, siempre está dispuesto a resolver dudas y es muy amable. Muy recomendado."
10703,5,El profesor mejor preparado para dar clase de filosofía.
10704,4.5,Es un excelente profesor.
10705,4.7,"Hice la opción en Derecho de los Negocios y una de las electivas que escogí fue esta. Debería ser un MUST para los que hagan esta opción. La clase es demasiado buena, se aprende un montón. "
10706,3,"La clase con el es muy interesante, sin embargo es desordenado al explicar lo cual hace que el estudiante se pierda."
10707,2.6,"es una persona muy amable y buena gente , pero no explica los temas muy bien , se enreda mucho en las explicaciones lo que puede confundir, sus parciales no son acorde a lo que explica pero son muy logrables"
10708,5,"El mejor complementario de la universidad. Explica muy bien y es muy amable, no te deja con dudas y te ayuda con lo que no entiendas. Talleres trabajables."
10709,4.5,"Marta es una buena profesora, explica bien y es amable. Deja talleres para reforzar conceptos y siempre está dispuesta a resolver preguntas."
10710,3.1,como profe no me gusta.
10711,1.5,"Este profesor enseña de una manera que no recomendaría ya que exige leerse un libro con códigos en vez de por ejemplo dejar un ejercicio para practicar en la casa, el en su clase tiene claramente favoritismos y si no estas entre sus favoritos pues ni te va a prestar atención y va a ser condescendiente contigo(ni siquiera te va a resolver tus dudas)."
10712,4,"El profesor es muy divertido, sabe demasiado del tema y es receptivo cambiando la fecha de las entregas de los trabajos. Sin embargo, sus parciales tienen muy poco que ver con la clase, son complejos y son calificados con severidad por las monitoras. De igual manera, puso quices específicos con preguntas sacadas de lecturas largas y en inglés, con vocabulario medianamente difícil de entender."
10713,3.3,"De las clases mas aburridas y tediosas que he visto en toda la carrera. No obstante, es muy amable y dispuesta a resolver dudas."
10714,3.9,"Angie es una buena profesora, sabe sobre escritura académica y creo que lo enseña bien pero es a veces muy escuelera, la clase es muy aburrida en ocasiones y, eso sí, califica super duro, pero sí se escribe bien y se trabaja, la materia se pasa bien. Creo que le falta algo de energía y ser un poco más didáctica."
10715,5,Tal vez es el mejor profesor que he tenido en mi carrera. Su clase siempre es interesante y el dominio del tema no puede ser mejor.
10716,4.1,"Es un excelente profesor y persona. Realmente disfruté su clase pues era un espacio distinto donde cantábamos, reíamos y hasta contábamos experiencias personales. Es muy gentil con los estudiantes y se preocupa MUCHO por todos. Es decir, sabe el nombre de cada uno, pregunta por todos y así. Super recomendado."
10718,5,"Es la mejorrr profesora de todas!! Es súper paciente, si no entiendes algo te explica con todo gusto las veces que lo necesites. Califica súper bien, no es para nada difícil. Hace las clases dinámicas y diferentes. Es un amor, entiende si tienes algún problema que no te permita ir a la clase. Si eres tímido para hablar, te ayuda a sentirte en total..."
10719,1,"Pésimo profesor. Es muy mediocre; le daba pereza hacer los cálculos matemáticos en el tablero y prefería, simplemente, pasar diapositivas que no actualizaba hace rato. A veces dejaba la clase al lado y hablaba de fútbol. Además es irrespetuoso con los estudiantes."
10720,3,Es muy claro y amable. Hace quices fáciles y precisos para saber como va el estudiante. Un poco timido pero manejable. Explica muy bien y esta acorde a la clase magistral!
10721,5,Es muy buena profesora yo he visto dos clases con ella y me han gustado mucho. Domina muy bien los temas y hace que la clase sea muy interesante. Si uno pone atención seguro la deja alta.
10722,5,"Juan Carlos es un EXCELENTE profesor, indudablemente que si se lee y se asiste todas las clases uno adquiere mucho conocimiento (creería yo que es la materia en la que más se aprende). La dinámica es bastante interesante puesto que le interesa mucho la opinión de sus estudiantes, si hay buena participación la clase no es aburrida. "
